"Namespace(convex=False, dataset='MNIST', gamma=1.5, no_cuda=False, pollute_rate=0.5, rho=1.0, seed=0, x_loop=500, x_lr=0.8, y_loop=1, y_lr=0.8)"
,acc,F1 score,total_hyper_time,total_time,Val loss,Val acc,p,r
0,13.0,66.6666657777778,0,0,2.2973439693450928,13.0,49.99999950000001,100.0,0.301194211912202
10,63.82,0.23837900449367957,0.014031648635864258,0.12415289878845215,1.2917368412017822,64.18,17.647006920567883,0.12,0.301194211912202
20,79.23,62.0900063752187,0.027433156967163086,0.18599820137023926,1.194810390472412,79.58,85.20585885534338,48.84,0.301194211912202
30,85.46000000000001,84.5013189750226,0.040657758712768555,0.25026607513427734,0.9992782473564148,85.7,85.8439932760216,83.2,0.301194211912202
40,87.62,87.8304807617596,0.051651954650878906,0.306018590927124,0.9725378751754761,89.52,85.43872758247487,90.36,0.301194211912202
50,89.68,88.87616732326514,0.06220746040344238,0.3613591194152832,0.8777359127998352,91.62,84.96898786995642,93.16,0.301194211912202
60,90.44,89.35685693485556,0.07427787780761719,0.4179098606109619,0.8604358434677124,92.46,84.98736764728675,94.19999999999999,0.301194211912202
70,90.60000000000001,89.7518455920213,0.08429908752441406,0.47414088249206543,0.8336876034736633,93.02,85.24649000995879,94.76,0.301194211912202
80,90.86,89.96211986161329,0.09694361686706543,0.528691291809082,0.8231051564216614,93.67999999999999,85.43165313971845,95.0,0.301194211912202
90,92.03,90.10238772563484,0.10906624794006348,0.588904619216919,0.7999983429908752,94.67999999999999,85.6524858389963,95.04,0.301194211912202
100,92.05,90.27856601380364,0.1196756362915039,0.6395614147186279,0.7911816835403442,95.06,85.77601574043902,95.28,0.301194211912202
110,91.78,90.52312222196038,0.1314852237701416,0.6947445869445801,0.7977766394615173,95.08,86.02305320563664,95.52000000000001,0.301194211912202
120,92.58,90.52951088363848,0.14397716522216797,0.7539782524108887,0.760848343372345,95.46,86.13217612617954,95.39999999999999,0.301194211912202
130,92.69,90.6089912428414,0.1558079719543457,0.8098807334899902,0.7824143171310425,95.74000000000001,86.17827343597484,95.52000000000001,0.301194211912202
140,92.38,90.77448611125526,0.16703200340270996,0.8622481822967529,0.7596337199211121,95.94,86.38005624313482,95.64,0.301194211912202
150,92.0,90.919451525199,0.1825878620147705,0.9254050254821777,0.7716886401176453,96.1,86.57742245699308,95.72,0.301194211912202
160,93.0,90.99201688063886,0.19396638870239258,0.9785213470458984,0.741810142993927,96.44,86.67631993706878,95.76,0.301194211912202
170,93.03,91.11660506409581,0.21276640892028809,1.0460765361785889,0.7342630624771118,96.82,86.86978442383415,95.8,0.301194211912202
180,93.02,91.14791411045059,0.22519612312316895,1.1190500259399414,0.7167040109634399,97.02,86.95967876934837,95.76,0.301194211912202
190,93.16,91.27286448517846,0.23578667640686035,1.174231767654419,0.7244559526443481,97.2,87.1542924462465,95.8,0.301194211912202
200,92.94,91.30434645660932,0.2484130859375,1.2314631938934326,0.7127984762191772,97.3,87.2448963694443,95.76,0.301194211912202
210,92.33,91.32176097998153,0.2587854862213135,1.2869324684143066,0.7550444006919861,97.3,87.276702747417,95.76,0.301194211912202
220,92.80000000000001,91.45038030782007,0.2730374336242676,1.3394405841827393,0.7132765650749207,97.52,87.44525387873622,95.84,0.301194211912202
230,92.99,91.54095719110461,0.285996675491333,1.3987054824829102,0.6976741552352905,97.72,87.577638151669,95.88,0.301194211912202
240,93.12,91.59984589660456,0.2983701229095459,1.4553313255310059,0.7143545150756836,98.06,87.61869818081267,95.96000000000001,0.301194211912202
250,92.73,91.63483437845241,0.30580854415893555,1.5070934295654297,0.7280293107032776,97.8,87.6827469356223,95.96000000000001,0.301194211912202
260,93.41000000000001,91.65233864472926,0.3129909038543701,1.5585362911224365,0.6756455302238464,98.16,87.7148064403143,95.96000000000001,0.301194211912202
270,92.94,91.66984959968254,0.32094430923461914,1.6168749332427979,0.6872169375419617,98.28,87.74688939745997,95.96000000000001,0.301194211912202
280,93.37,91.68418902798528,0.3311121463775635,1.6813299655914307,0.6838887333869934,98.5,87.80666261796662,95.92,0.301194211912202
290,93.5,91.68100837759879,0.3413846492767334,1.7341532707214355,0.6684210896492004,98.58,87.83436995539813,95.88,0.301194211912202
300,92.83,91.66028936647996,0.35274219512939453,1.7930324077606201,0.7112475633621216,98.34,87.82991041367467,95.84,0.301194211912202
310,93.27,91.72730616762803,0.3647119998931885,1.8497822284698486,0.6784244179725647,98.56,87.98677281435023,95.8,0.301194211912202
320,92.69,91.75929337056135,0.3749368190765381,1.91593337059021,0.6968220472335815,98.6,88.07946857837622,95.76,0.301194211912202
330,93.73,91.79447714853306,0.38747453689575195,1.9750885963439941,0.655833899974823,98.96000000000001,88.14432827422075,95.76,0.301194211912202
340,92.11,91.81521809569716,0.4006030559539795,2.033092498779297,0.6780635714530945,98.26,88.14869178968178,95.8,0.301194211912202
350,92.86,91.85043006795979,0.4137740135192871,2.087667942047119,0.6772816181182861,98.82,88.21362636807316,95.8,0.301194211912202
360,93.69,91.86804618411763,0.4248371124267578,2.1486868858337402,0.6370739936828613,99.0,88.24612954594456,95.8,0.301194211912202
370,92.82000000000001,91.88878097842624,0.4367177486419678,2.2040088176727295,0.6648813486099243,99.1,88.25045877991788,95.84,0.301194211912202
380,93.52000000000001,91.92093509935233,0.446789026260376,2.2584068775177,0.6324734091758728,99.16,88.34378295197743,95.8,0.301194211912202
390,93.26,91.87943805062795,0.4586799144744873,2.31294584274292,0.6280066967010498,98.92,88.33517740245152,95.72,0.301194211912202
400,92.95,91.92093509935233,0.4717276096343994,2.3719427585601807,0.6319220066070557,99.03999999999999,88.34378295197743,95.8,0.301194211912202
410,92.71000000000001,91.94167168097238,0.47976016998291016,2.4264702796936035,0.6541655659675598,99.11999999999999,88.34808096703391,95.84,0.301194211912202
420,93.22,91.95931544824526,0.4904336929321289,2.477034568786621,0.6357930898666382,99.22,88.38066970895112,95.84,0.301194211912202
430,92.60000000000001,91.97388494651678,0.5031712055206299,2.531144618988037,0.6318885684013367,99.11999999999999,88.44165272448942,95.8,0.301194211912202
440,92.83,91.97080153717549,0.5139014720916748,2.5917787551879883,0.6342483162879944,99.3,88.47006488414513,95.76,0.301194211912202
450,93.22,92.02383102080887,0.5236077308654785,2.6425886154174805,0.6160687208175659,99.18,88.56825585334339,95.76,0.301194211912202
460,93.08999999999999,92.02383102080887,0.5316174030303955,2.6953253746032715,0.6157870292663574,99.33999999999999,88.56825585334339,95.76,0.301194211912202
470,92.43,92.06227038234607,0.5432305335998535,2.749262809753418,0.6515291929244995,99.36,88.6052517831067,95.8,0.301194211912202
480,93.65,92.06227038234607,0.5545170307159424,2.8101541996002197,0.6039937734603882,99.36,88.6052517831067,95.8,0.301194211912202
490,92.93,92.06227038234607,0.5693211555480957,2.866899251937866,0.6077381372451782,99.46000000000001,88.6052517831067,95.8,0.301194211912202
